Pavard?     Vardas        ND1  ND2  ND3  ND4  ND5   Egzaminas
Vardas7563  Pavarde7563     6    0    7    1    2           1
Vardas7564  Pavarde7564     9    0    5    3   10           0
Vardas7565  Pavarde7565    10    3   10    0    9           8
Vardas7566  Pavarde7566     6    5    2    3    9           7
Vardas7567  Pavarde7567     9    6    8    6    7           9
Vardas7568  Pavarde7568     4    0    5    0   10           6
Vardas7569  Pavarde7569     2    7    3    6    8           4
Vardas7570  Pavarde7570     5    6    5   10    0           0
Vardas7571  Pavarde7571     6    6    9    8    7           7
Vardas7572  Pavarde7572     8    5    4    2    6           6
Vardas7573  Pavarde7573     8    9   10    3    5           4
Vardas7574  Pavarde7574    10    9    8   10    2          10
Vardas7575  Pavarde7575     4    6   10    5    7           7
Vardas7576  Pavarde7576     0    5    6    0    4           7
Vardas7577  Pavarde7577     9    3    7   10    4           1
Vardas7578  Pavarde7578     9    1    0    0    0           5
Vardas7579  Pavarde7579     7    6    3    7    7           7
Vardas7580  Pavarde7580     3    7    1    5   10           5
Vardas7581  Pavarde7581     9    5    4    3    2           5
Vardas7582  Pavarde7582     1    6    8   10    5           4
Vardas7583  Pavarde7583     1    7    0    6    8           1
Vardas7584  Pavarde7584     0   10    1    6    8           9
Vardas7585  Pavarde7585     0    1    7    5    7           3
Vardas7586  Pavarde7586     2    4    3   10    8           3
Vardas7587  Pavarde7587     4    1   10    2    7           6
Vardas7588  Pavarde7588     2    4    9    2    5           3
Vardas7589  Pavarde7589     1    7    7    8    2          10
Vardas7590  Pavarde7590     4    9    3    8    1           6
Vardas7591  Pavarde7591     2    9    1    1    8           3
Vardas7592  Pavarde7592     5    9    6    6    1           8
Vardas7593  Pavarde7593     0    6   10   10    1           8
Vardas7594  Pavarde7594     8    8    0    9    5           5
Vardas7595  Pavarde7595    10    3   10    6    7           4
Vardas7596  Pavarde7596     7    9    2    3    3           3
Vardas7597  Pavarde7597     2   10    8    6    3           5
Vardas7598  Pavarde7598    10    4    8    7    7           3
Vardas7599  Pavarde7599     4    4   10    8    4          10
Vardas7600  Pavarde7600     1    7    7    8    0           4
Vardas7601  Pavarde7601     1    7    1    3    9           5
Vardas7602  Pavarde7602     3    7    5    4    4           6
Vardas7603  Pavarde7603     5    9   10    1    2           6
Vardas7604  Pavarde7604    10    2    2    7    1           4
Vardas7605  Pavarde7605     2    7    6    2    0           5
Vardas7606  Pavarde7606     1    2   10   10    1           4
Vardas7607  Pavarde7607     0    2    4    6    7           9
Vardas7608  Pavarde7608     6    1    4    7    3           2
Vardas7609  Pavarde7609     3    1    1    4    4           0
Vardas7610  Pavarde7610     9    0    3    3    8          10
Vardas7611  Pavarde7611     6    0    9    0    7           3
Vardas7612  Pavarde7612     0   10    6    0    8           8
Vardas7613  Pavarde7613     1    5    7   10    6           2
Vardas7614  Pavarde7614     0    1    2    9    9           9
Vardas7615  Pavarde7615     3    0    5    0    7           7
Vardas7616  Pavarde7616     3    2    5    0    5           1
Vardas7617  Pavarde7617    10    3    4    4    1           3
Vardas7618  Pavarde7618     1    5   10    5    3           5
Vardas7619  Pavarde7619     7    9   10    9    9           2
Vardas7620  Pavarde7620     3    2    1    0    6           3
Vardas7621  Pavarde7621     8    2    6    7    0           8
Vardas7622  Pavarde7622     4    1    1    9   10           6
Vardas7623  Pavarde7623     5   10    0    1    5           4
Vardas7624  Pavarde7624     8   10    1    2    0           6
Vardas7625  Pavarde7625     2    8    9    1    5           2
Vardas7626  Pavarde7626    10    4    0    6    1           8
Vardas7627  Pavarde7627     6    2    8    8    2           2
Vardas7628  Pavarde7628     9    6    8    2    3           6
Vardas7629  Pavarde7629     0    7    2    5    6          10
Vardas7630  Pavarde7630     3    5    0    7    2           1
Vardas7631  Pavarde7631     7    8    5   10    7           6
Vardas7632  Pavarde7632     7    8    6    6    8          10
Vardas7633  Pavarde7633     2    0    9    7    8          10
Vardas7634  Pavarde7634     0    8    3    4    5           5
Vardas7635  Pavarde7635     7    9    4   10    6           6
Vardas7636  Pavarde7636     0    3    1    8    5           9
Vardas7637  Pavarde7637     9    5    4    6    7           6
Vardas7638  Pavarde7638     6    7    1    7    1           4
Vardas7639  Pavarde7639     5    0    0    9    8           3
Vardas7640  Pavarde7640     1   10    0    1    4           4
Vardas7641  Pavarde7641     6    9    0    3    8           8
Vardas7642  Pavarde7642     1    8    5    4    5          10
Vardas7643  Pavarde7643     3    4    8    7    3          10
Vardas7644  Pavarde7644     0    5    2    3    6           3
Vardas7645  Pavarde7645     6    1    5    3    3           6
Vardas7646  Pavarde7646     4    6    5    7    8           1
Vardas7647  Pavarde7647     7    4    1    7    6           2
Vardas7648  Pavarde7648     1    9   10    7   10           0
Vardas7649  Pavarde7649     0    9    2    5   10           0
Vardas7650  Pavarde7650    10    0    6    5    7           0
Vardas7651  Pavarde7651     6    2    3    8    5           7
Vardas7652  Pavarde7652    10    7    7    4    8           5
Vardas7653  Pavarde7653     6    7    1    0    6           8
Vardas7654  Pavarde7654     4    3    0   10    2           5
Vardas7655  Pavarde7655     4    9    5    4    4           5
Vardas7656  Pavarde7656    10    3    1    3    5           9
Vardas7657  Pavarde7657     6    6    8   10    1           4
Vardas7658  Pavarde7658     7    9    2    2    8           8
Vardas7659  Pavarde7659     4    5    0    6    7           2
Vardas7660  Pavarde7660     1    5    7    8    6           6
Vardas7661  Pavarde7661     1    3    4    9    0          10
Vardas7662  Pavarde7662     0    8    2    3    6           3
Vardas7663  Pavarde7663     5    8    3    7   10           5
Vardas7664  Pavarde7664     7    5    1    6    7           4
Vardas7665  Pavarde7665     1    7    1    9    0           5
Vardas7666  Pavarde7666     5    9    3    0    4           9
Vardas7667  Pavarde7667    10    8    1    0   10           8
Vardas7668  Pavarde7668     7    6    2    5    3           0
Vardas7669  Pavarde7669     0   10    3   10    4           6
Vardas7670  Pavarde7670     8    3    9    1   10           1
Vardas7671  Pavarde7671    10    4    4   10    6           4
Vardas7672  Pavarde7672     0    6    2    7   10           1
Vardas7673  Pavarde7673    10    0   10    5    6           9
Vardas7674  Pavarde7674     4    1    0    2    1           8
Vardas7675  Pavarde7675     4    8    7   10   10           7
Vardas7676  Pavarde7676    10    7    3    5    9           3
Vardas7677  Pavarde7677     3    6    5    6    1           5
Vardas7678  Pavarde7678     5    5   10    1    3           1
Vardas7679  Pavarde7679     1    3    0    0   10           4
Vardas7680  Pavarde7680     6    2    1    8    9           7
Vardas7681  Pavarde7681    10    6    0    2    2           4
Vardas7682  Pavarde7682     1    9   10    4    0           0
Vardas7683  Pavarde7683     5    4    8    8    6          10
Vardas7684  Pavarde7684     0    0    2    1    7           5
Vardas7685  Pavarde7685     3    7    6    8    3           2
Vardas7686  Pavarde7686     4    6    0    5    0           7
Vardas7687  Pavarde7687     9   10    6    1    1           4
Vardas7688  Pavarde7688    10    5    5    0    2           4
Vardas7689  Pavarde7689     4    1    4    5    8           9
Vardas7690  Pavarde7690     3    3    2    8    3           0
Vardas7691  Pavarde7691     2    7    6    2    4           5
Vardas7692  Pavarde7692     0    8    5    2   10           0
Vardas7693  Pavarde7693     4    1    3    4    2          10
Vardas7694  Pavarde7694     5    9    1    6   10           5
Vardas7695  Pavarde7695     6    9    8    4    3           6
Vardas7696  Pavarde7696     6    0    4    5    5           9
Vardas7697  Pavarde7697     2    2    6    6    4           8
Vardas7698  Pavarde7698     5    8   10    4    5           1
Vardas7699  Pavarde7699     4    3    3    3    5           9
Vardas7700  Pavarde7700     9    9    4    6    4           2
Vardas7701  Pavarde7701     1    7    8    4    3          10
Vardas7702  Pavarde7702     3    7   10    9    8           6
Vardas7703  Pavarde7703     7    7   10    8    8           2
Vardas7704  Pavarde7704     6    8   10    3    9           5
Vardas7705  Pavarde7705     3    9    9    3    5           1
Vardas7706  Pavarde7706     1    4    1    3   10           3
Vardas7707  Pavarde7707    10    0   10    6    2           4
Vardas7708  Pavarde7708     7   10   10    0    1           6
Vardas7709  Pavarde7709     9    6    3    2    3           6
Vardas7710  Pavarde7710    10    1    4    3    9           8
Vardas7711  Pavarde7711     5    3    3   10    2           6
Vardas7712  Pavarde7712     5    7    2    7   10           3
Vardas7713  Pavarde7713     2    8    5   10    2           7
Vardas7714  Pavarde7714     7    0    2    2    5           7
Vardas7715  Pavarde7715     7    8    0    9    9           7
Vardas7716  Pavarde7716     7   10    9    3    9           9
Vardas7717  Pavarde7717     4   10    5    7    5           3
Vardas7718  Pavarde7718     3    0   10    0    9           9
Vardas7719  Pavarde7719     3    4    7    7   10           5
Vardas7720  Pavarde7720     3    0    8    5    4           0
Vardas7721  Pavarde7721     2    0    6    3   10           7
Vardas7722  Pavarde7722     7    2    1    5    1           6
Vardas7723  Pavarde7723     6    7   10    7    4           0
Vardas7724  Pavarde7724     3    8    4    5    9           6
Vardas7725  Pavarde7725     1    0    0    6    4          10
Vardas7726  Pavarde7726     3    5    1    2    4           4
Vardas7727  Pavarde7727     0    8    7   10   10           4
Vardas7728  Pavarde7728     5    7    0    2    6           0
Vardas7729  Pavarde7729     6    2    5    6    6           8
Vardas7730  Pavarde7730     3    7    3    6    3           4
Vardas7731  Pavarde7731     8    7    7    0    7          10
Vardas7732  Pavarde7732     3    6    5    1    0           4
Vardas7733  Pavarde7733     3    4    7    7    1          10
Vardas7734  Pavarde7734     3    9    4    0    4           8
Vardas7735  Pavarde7735     0    0   10   10   10           4
Vardas7736  Pavarde7736     4   10    1    0    1           1
Vardas7737  Pavarde7737     6    2    3    0    5          10
Vardas7738  Pavarde7738     4   10    8    0    7           0
Vardas7739  Pavarde7739    10    6    0    9    4           4
Vardas7740  Pavarde7740     8   10    2    5    1           2
Vardas7741  Pavarde7741     0    1    6    8    8           8
Vardas7742  Pavarde7742     1    8    7    9    2          10
Vardas7743  Pavarde7743     1    8    0    7    8           3
Vardas7744  Pavarde7744     8    2    4   10    6           7
Vardas7745  Pavarde7745    10    1   10   10    9           1
Vardas7746  Pavarde7746     1    2    4    8    8           7
Vardas7747  Pavarde7747     4    3    7    8    5           3
Vardas7748  Pavarde7748     4    8    3    6    0           7
Vardas7749  Pavarde7749     9   10   10    9    8           8
Vardas7750  Pavarde7750     3    4    0    9    6           8
Vardas7751  Pavarde7751     0    5    7    3    4           3
Vardas7752  Pavarde7752     6   10    3    1    9          10
Vardas7753  Pavarde7753     0    8    6    7    4           0
Vardas7754  Pavarde7754     5    7   10    3    7           8
Vardas7755  Pavarde7755     1    8   10    0    5           7
Vardas7756  Pavarde7756     1    4    6    8    7           1
Vardas7757  Pavarde7757     7   10    1    7    3           9
Vardas7758  Pavarde7758     5    9    2    1    5           2
Vardas7759  Pavarde7759     0    1    6    4    8           2
Vardas7760  Pavarde7760     0    2    5    5   10           6
Vardas7761  Pavarde7761     1    7    9    3    1           3
Vardas7762  Pavarde7762     7    6    8    7    7           5
Vardas7763  Pavarde7763     3    4    3    2    1           5
Vardas7764  Pavarde7764     9    1    4    7    9           6
Vardas7765  Pavarde7765     1    2    4    0    8           8
Vardas7766  Pavarde7766     7    8    2    9    6           0
Vardas7767  Pavarde7767    10    8    9    8    7           0
Vardas7768  Pavarde7768     5    7    7    2    9           1
Vardas7769  Pavarde7769     9    1   10    2    8           7
Vardas7770  Pavarde7770     9    1    1    2    9           7
Vardas7771  Pavarde7771     6    2    7   10   10           6
Vardas7772  Pavarde7772     2    7    9    8    3           7
Vardas7773  Pavarde7773     8    7    8    1    2           3
Vardas7774  Pavarde7774     5    2    7    9    2           1
Vardas7775  Pavarde7775    10    2    7    3    5           7
Vardas7776  Pavarde7776    10    6   10    3    8           9
Vardas7777  Pavarde7777    10    2    6    4    8          10
Vardas7778  Pavarde7778     7    1    5    0    4           8
Vardas7779  Pavarde7779     4    5   10    2    9           5
Vardas7780  Pavarde7780     8    7    6    9    7           1
Vardas7781  Pavarde7781     2    5    7    9    7           9
Vardas7782  Pavarde7782     0    8    8    9    3           0
Vardas7783  Pavarde7783     4    3    4    8    2           9
Vardas7784  Pavarde7784     6    9    5    3   10           5
Vardas7785  Pavarde7785    10   10    7    8    9           9
Vardas7786  Pavarde7786     0   10    0   10    7          10
Vardas7787  Pavarde7787     3    3    1    0    7           6
Vardas7788  Pavarde7788     2    0   10    7    7           3
Vardas7789  Pavarde7789     2    3    7    9    1           5
Vardas7790  Pavarde7790     9   10    5    5    7           8
Vardas7791  Pavarde7791     1    7    2    2    1           7
Vardas7792  Pavarde7792     9   10    0    9    3           7
Vardas7793  Pavarde7793     8    4    7    1    1           2
Vardas7794  Pavarde7794     3    2    3    5    0           0
Vardas7795  Pavarde7795     9    7    0    7    0           3
Vardas7796  Pavarde7796     6    7   10   10    3           9
Vardas7797  Pavarde7797    10    9    9   10    0           2
Vardas7798  Pavarde7798     1    2    9    5    8           9
Vardas7799  Pavarde7799     7   10    0   10    5           3
Vardas7800  Pavarde7800    10   10    3    4    6           9
Vardas7801  Pavarde7801     0    7    2    1    4           0
Vardas7802  Pavarde7802     8    2    2    7   10           6
Vardas7803  Pavarde7803     5    4    3   10    5           9
Vardas7804  Pavarde7804     9    2    9   10    1           6
Vardas7805  Pavarde7805     6    0   10    5    2           5
Vardas7806  Pavarde7806     8    9    1    6    0           6
Vardas7807  Pavarde7807     1    9    5    4    9           7
Vardas7808  Pavarde7808     4    8    2    0    0           2
Vardas7809  Pavarde7809     1   10    2    0    7          10
Vardas7810  Pavarde7810     1   10    3    2    9           7
Vardas7811  Pavarde7811     4    3    1    9    7           3
Vardas7812  Pavarde7812     4    4    8    8    5           4
Vardas7813  Pavarde7813     5    8    1    3    8           2
Vardas7814  Pavarde7814     1    2    1    9    2           2
Vardas7815  Pavarde7815     8    9    5    0    3           8
Vardas7816  Pavarde7816    10    5    7    6    0           1
Vardas7817  Pavarde7817     7    3    2    6    5           9
Vardas7818  Pavarde7818    10    1    5    9    7           5
Vardas7819  Pavarde7819     4    0    8    9    4           0
Vardas7820  Pavarde7820     0    1    9    7   10           1
Vardas7821  Pavarde7821     6   10    3    8    2          10
Vardas7822  Pavarde7822     1    3    5    2    3           2
Vardas7823  Pavarde7823     7    5    6    6    7           5
Vardas7824  Pavarde7824     5    2    0   10    5           5
Vardas7825  Pavarde7825     1    1    8    5    7           1
Vardas7826  Pavarde7826     2   10    9    3    6           7
Vardas7827  Pavarde7827     1    9    0    8    5           7
Vardas7828  Pavarde7828     5    2    8    8   10           8
Vardas7829  Pavarde7829     4    3    5    4    7           2
Vardas7830  Pavarde7830    10   10    5    0    1           9
Vardas7831  Pavarde7831     9   10    8    8    7          10
Vardas7832  Pavarde7832     8    0    3    7    2           0
Vardas7833  Pavarde7833     0   10    0    0    9           3
Vardas7834  Pavarde7834     8    0    6    9    6           3
Vardas7835  Pavarde7835     0   10    7    5    6           4
Vardas7836  Pavarde7836     7    5    9   10    7           7
Vardas7837  Pavarde7837    10    8    7    5    0           2
Vardas7838  Pavarde7838     3    3    0    7    1           3
Vardas7839  Pavarde7839     7    5    4    6    0           5
Vardas7840  Pavarde7840     1    2    2    2    9           2
Vardas7841  Pavarde7841     3    1    8    3    3           6
Vardas7842  Pavarde7842     9    3    4    4    9           9
Vardas7843  Pavarde7843     9    9    8    0    2           7
Vardas7844  Pavarde7844     2    2    0    2    6           4
Vardas7845  Pavarde7845     9    9    7    3    1           8
Vardas7846  Pavarde7846     0   10    0    3    9           6
Vardas7847  Pavarde7847     1    0    2    3    0           8
Vardas7848  Pavarde7848     3    8    6    7    6           8
Vardas7849  Pavarde7849     2    7    5    5    5           5
Vardas7850  Pavarde7850     0    0   10    6    1           6
Vardas7851  Pavarde7851     8    8    6    6    0           3
Vardas7852  Pavarde7852     8    5    0    7   10           9
Vardas7853  Pavarde7853     7    2    6    0    7          10
Vardas7854  Pavarde7854     6    0    4    2    1           3
Vardas7855  Pavarde7855     9   10    8    1    8          10
Vardas7856  Pavarde7856     5    6    9    3    5           5
Vardas7857  Pavarde7857     5    4    6    6   10           4
Vardas7858  Pavarde7858     5    4    0    7    9           3
Vardas7859  Pavarde7859     8    8    4    3    6           2
Vardas7860  Pavarde7860     0    9    5    1    7           8
Vardas7861  Pavarde7861     4    8    9    1    2           4
Vardas7862  Pavarde7862     0    6    1   10    5           6
Vardas7863  Pavarde7863    10    2   10    5    6           9
Vardas7864  Pavarde7864    10    2   10    7    8           6
Vardas7865  Pavarde7865    10    3    5    2    4           5
Vardas7866  Pavarde7866     1    3    9    9    0           0
Vardas7867  Pavarde7867     2    1    1    3   10           0
Vardas7868  Pavarde7868     5    4    7    5    5           3
Vardas7869  Pavarde7869     3    1    0    0    6           2
Vardas7870  Pavarde7870     2   10    3    9    6           5
Vardas7871  Pavarde7871    10    0    9    3    3           6
Vardas7872  Pavarde7872     0    1    8    7    8           2
Vardas7873  Pavarde7873    10   10    0   10    1           6
Vardas7874  Pavarde7874     1    5   10    6    2           5
Vardas7875  Pavarde7875     7    7    3    9    9           7
Vardas7876  Pavarde7876     6    4    3    6    5           8
Vardas7877  Pavarde7877     1    4    0    7    8           0
Vardas7878  Pavarde7878     6    5    3    1    2           6
Vardas7879  Pavarde7879     0   10    9   10    4           2
Vardas7880  Pavarde7880     2    6    5    6    8           1
Vardas7881  Pavarde7881     6    6    2    3    6           6
Vardas7882  Pavarde7882     9    5    8    8    5          10
Vardas7883  Pavarde7883     7    8    3    0    1           2
Vardas7884  Pavarde7884     4    6    8    0    0           4
Vardas7885  Pavarde7885     7   10    4    0    7           5
Vardas7886  Pavarde7886     9    8    6    4    0           2
Vardas7887  Pavarde7887     5    3    5    1    0           8
Vardas7888  Pavarde7888     0    4    6    6    1           4
Vardas7889  Pavarde7889     3    3    8    2   10           0
Vardas7890  Pavarde7890     8    4    3    2   10           8
Vardas7891  Pavarde7891     6    1    1    8    9           2
Vardas7892  Pavarde7892    10    5    7    2   10           4
Vardas7893  Pavarde7893     3    0    3    2    1           3
Vardas7894  Pavarde7894     7    0    6    1    2           0
Vardas7895  Pavarde7895     7    9   10    8    4           3
Vardas7896  Pavarde7896    10    3    9    3    6           5
Vardas7897  Pavarde7897     7    8    7    3    4           7
Vardas7898  Pavarde7898     5    0    2    6   10           4
Vardas7899  Pavarde7899     9    7    8    3    3           7
Vardas7900  Pavarde7900     2    6    3   10    7           1
Vardas7901  Pavarde7901     0    5    9    6   10          10
Vardas7902  Pavarde7902     8    9    0    7    3           4
Vardas7903  Pavarde7903     6    5    0    0    6           5
Vardas7904  Pavarde7904     3    5    3    3    9           2
Vardas7905  Pavarde7905     4    1    0    2    2           4
Vardas7906  Pavarde7906     3    4    7    6    9           7
Vardas7907  Pavarde7907     2    0    5   10    4           7
Vardas7908  Pavarde7908     6    8    1    4    5           5
Vardas7909  Pavarde7909    10    1    0    3    1           1
Vardas7910  Pavarde7910     0    3    5    6   10          10
Vardas7911  Pavarde7911     4    2    4    7    9           8
Vardas7912  Pavarde7912     3   10   10    3    6           6
Vardas7913  Pavarde7913     1   10   10    1    4           6
Vardas7914  Pavarde7914    10    6    0    8    7           3
Vardas7915  Pavarde7915     9    7    5   10    3           7
Vardas7916  Pavarde7916     4    2    1    7   10           8
Vardas7917  Pavarde7917     5    8    4    6    9           0
Vardas7918  Pavarde7918     1    3    5    6    8           1
Vardas7919  Pavarde7919     8    6    5    0    4           1
Vardas7920  Pavarde7920     2    3    6    2    5           0
Vardas7921  Pavarde7921     1    7    8    2    5           5
Vardas7922  Pavarde7922     9    4    5    1    8           6
Vardas7923  Pavarde7923     0    2    8    7    4           8
Vardas7924  Pavarde7924     1    9    8    8    6           5
Vardas7925  Pavarde7925     0   10    6   10    7           6
Vardas7926  Pavarde7926    10   10    2    2    2           8
Vardas7927  Pavarde7927     5    6    0    3    8           0
Vardas7928  Pavarde7928     0    9    7    1    7           9
Vardas7929  Pavarde7929     4    0    8    2    7           1
Vardas7930  Pavarde7930    10    9   10    3    2           8
Vardas7931  Pavarde7931     9    1    4    6    3           7
Vardas7932  Pavarde7932     3   10    9    6    0           0
Vardas7933  Pavarde7933     9    0    6   10    6          10
Vardas7934  Pavarde7934     9    6    0    8    7           9
Vardas7935  Pavarde7935     5   10    6    0    3           2
Vardas7936  Pavarde7936     1    5    2   10    2           2
Vardas7937  Pavarde7937    10    9    7    4    1           5
Vardas7938  Pavarde7938     2    6    3   10    3           3
Vardas7939  Pavarde7939     3    2    6    6    4           9
Vardas7940  Pavarde7940     1    2    1    8    2           0
Vardas7941  Pavarde7941     8    8    0    3    8           8
Vardas7942  Pavarde7942    10    6    4    5    3           8
Vardas7943  Pavarde7943     7    6    0    4    1           1
Vardas7944  Pavarde7944     8   10    5    0    9           1
Vardas7945  Pavarde7945     4    9    9    1   10           4
Vardas7946  Pavarde7946     1    2    7    9    9           1
Vardas7947  Pavarde7947     0   10   10    5    3           3
Vardas7948  Pavarde7948    10    5    8    3    9           5
Vardas7949  Pavarde7949     8    5    9    2    8           3
Vardas7950  Pavarde7950     8   10    2    6    6           0
Vardas7951  Pavarde7951     1    5    6    6    8           2
Vardas7952  Pavarde7952     3    1    0    3    3           9
Vardas7953  Pavarde7953     9    3    8   10    5           1
Vardas7954  Pavarde7954     9    4    0   10    5           0
Vardas7955  Pavarde7955     1    6    6    4    6           1
Vardas7956  Pavarde7956     8    7    6    9    2           5
Vardas7957  Pavarde7957     4    6    5    6    0           8
Vardas7958  Pavarde7958     6    5    1    7    6           0
Vardas7959  Pavarde7959     5   10    8    6    8           3
Vardas7960  Pavarde7960     8    1   10    5    2           2
Vardas7961  Pavarde7961     7    9    1   10    8           1
Vardas7962  Pavarde7962     0    3    4    0    2           6
Vardas7963  Pavarde7963     9    1    5    9    7           5
Vardas7964  Pavarde7964     0    1    1    8    3           3
Vardas7965  Pavarde7965     1    8    8    3    9           8
Vardas7966  Pavarde7966     2    2    8    5    3           7
Vardas7967  Pavarde7967     9    0    5    6    3           9
Vardas7968  Pavarde7968     3    5    8    9    3           8
Vardas7969  Pavarde7969     4    5    2   10    6           4
Vardas7970  Pavarde7970     3    0    7    9    8           6
Vardas7971  Pavarde7971     1    1    9   10    5           6
Vardas7972  Pavarde7972     8    8    9    9    8          10
Vardas7973  Pavarde7973     8    1   10    6    8           9
Vardas7974  Pavarde7974     8    3    2    7    2           4
Vardas7975  Pavarde7975     6    0    6    5    5           5
Vardas7976  Pavarde7976     3    2    7    9   10           1
Vardas7977  Pavarde7977     9    4    8    6    1           3
Vardas7978  Pavarde7978     7    2    2   10    8           3
Vardas7979  Pavarde7979     0    9    7    0    6          10
Vardas7980  Pavarde7980     0    6    2    2   10           8
Vardas7981  Pavarde7981     3    7    2    1    1           1
Vardas7982  Pavarde7982    10    8    4    8    4           9
Vardas7983  Pavarde7983     3    6    1    3    3           3
Vardas7984  Pavarde7984    10   10    0    6   10           6
Vardas7985  Pavarde7985     1    0    6    4    1          10
Vardas7986  Pavarde7986     8    0    4    1    5           0
Vardas7987  Pavarde7987     1    5    7    7    7           4
Vardas7988  Pavarde7988     5    2    0    4    7           3
Vardas7989  Pavarde7989     9    5    1    0    0           9
Vardas7990  Pavarde7990     7    6    8    5    8           2
Vardas7991  Pavarde7991     3    1    9    0    4           5
Vardas7992  Pavarde7992     0    5    6    6   10           0
Vardas7993  Pavarde7993     6    7    7    0    6           7
Vardas7994  Pavarde7994     4    6    4    5    1           3
Vardas7995  Pavarde7995     5    6    5    7    2          10
Vardas7996  Pavarde7996     7    5    4    5    9           6
Vardas7997  Pavarde7997     7    0    8   10    0           9
Vardas7998  Pavarde7998    10    5   10    3    6           9
Vardas7999  Pavarde7999     3    6    7    5    9           0
Vardas8000  Pavarde8000     3    2    1    1    0           9
Vardas8001  Pavarde8001     1    9    7    8    2           2
Vardas8002  Pavarde8002     9    1    2    9    2           1
Vardas8003  Pavarde8003     3    6    9    5    0           3
Vardas8004  Pavarde8004     5    1    1    8    7           7
Vardas8005  Pavarde8005     8    4    8    2    7           8
Vardas8006  Pavarde8006     7    7    2   10    0           5
Vardas8007  Pavarde8007     4    5    8    4   10           4
Vardas8008  Pavarde8008     9    5    4    2    5           2
Vardas8009  Pavarde8009     2    2    5    2    5           5
Vardas8010  Pavarde8010     8   10    7    3    6          10
Vardas8011  Pavarde8011     4    3    1    1    7           0
Vardas8012  Pavarde8012     8    6    1   10    9           4
Vardas8013  Pavarde8013     2   10    5    1    5           2
Vardas8014  Pavarde8014     9    2    3    3    4           9
Vardas8015  Pavarde8015     0    1   10    2    6           1
Vardas8016  Pavarde8016     8    6    5    1    9           7
Vardas8017  Pavarde8017     2    6    0    4    0           3
Vardas8018  Pavarde8018     2    9    4    2    3           3
Vardas8019  Pavarde8019     0    5    0    0    6           8
Vardas8020  Pavarde8020     8    4    5    4    6           8
Vardas8021  Pavarde8021     4    8    0    4    9           9
Vardas8022  Pavarde8022     8    8    8    9    7           9
Vardas8023  Pavarde8023     2    5    5    4    7           3
Vardas8024  Pavarde8024     1    8    0    8    1           0
Vardas8025  Pavarde8025     3    7    0    1    1           6
Vardas8026  Pavarde8026     2    9    0   10    3           2
Vardas8027  Pavarde8027     6    2    0    4    6           0
Vardas8028  Pavarde8028     0    8    9    4    7           8
Vardas8029  Pavarde8029     7   10   10   10    9           4
Vardas8030  Pavarde8030     4    2    0    4    5           9
Vardas8031  Pavarde8031     3   10    7    5    4           6
Vardas8032  Pavarde8032     7    6    1   10    7           3
Vardas8033  Pavarde8033     6    3    1    6   10          10
Vardas8034  Pavarde8034     4    3    7    2    7          10
Vardas8035  Pavarde8035     7    2    5    4   10           6
Vardas8036  Pavarde8036     2    7    7    7   10           8
Vardas8037  Pavarde8037     5    9    3    6    0           1
Vardas8038  Pavarde8038     1    9    4    4    6           8
Vardas8039  Pavarde8039     4    6    4    3    7           6
Vardas8040  Pavarde8040     3    3    1   10    0           5
Vardas8041  Pavarde8041     8    7    9    2    2           6
Vardas8042  Pavarde8042     8    0    1    8    6           6
Vardas8043  Pavarde8043     1    3    3    3   10           8
Vardas8044  Pavarde8044     8    8    4    0    5           4
Vardas8045  Pavarde8045     6    2    1    1    7           7
Vardas8046  Pavarde8046    10    3    3    5   10           6
Vardas8047  Pavarde8047     3    0    0    2   10           0
Vardas8048  Pavarde8048     8    3    0    8    3          10
Vardas8049  Pavarde8049     9    1   10    9   10          10
Vardas8050  Pavarde8050    10    0    3    3    8           6
Vardas8051  Pavarde8051     7    8    6    8    9           6
Vardas8052  Pavarde8052     8    0    3    2   10          10
Vardas8053  Pavarde8053    10    7    2    6    1           6
Vardas8054  Pavarde8054     0    6    8    4    6           0
Vardas8055  Pavarde8055     8    1    8    5    8           3
Vardas8056  Pavarde8056     7    2    1    2    4          10
Vardas8057  Pavarde8057     6    7    2    1    5           9
Vardas8058  Pavarde8058     6    4    3    7    7           5
Vardas8059  Pavarde8059     7    6    3    9    6           1
Vardas8060  Pavarde8060     6    0    0   10    3           0
Vardas8061  Pavarde8061     3   10    5    6    7           6
Vardas8062  Pavarde8062     5    6   10    0    0           1
Vardas8063  Pavarde8063     2    8    6   10    9           6
Vardas8064  Pavarde8064     2    1    6    4    4           1
Vardas8065  Pavarde8065     2    9    0    9    3           8
Vardas8066  Pavarde8066     9    0    7    9    8           3
Vardas8067  Pavarde8067     4    1    6    1    3           8
Vardas8068  Pavarde8068     0    2    7    6    2           6
Vardas8069  Pavarde8069    10    0   10    2    4           1
Vardas8070  Pavarde8070     9    5    1    3    1          10
Vardas8071  Pavarde8071     6    0    3    8    4           0
Vardas8072  Pavarde8072     0    7    3    9    4           7
Vardas8073  Pavarde8073     6   10    7    6    1           9
Vardas8074  Pavarde8074     4    2    8    9   10           5
Vardas8075  Pavarde8075     7   10    9    0    7           1
Vardas8076  Pavarde8076     3   10    6    8    6           0
Vardas8077  Pavarde8077     1    0    6    4    5           3
Vardas8078  Pavarde8078     2    8    1   10    5           6
Vardas8079  Pavarde8079     2    5    4    8    1          10
